X,alpha,sigma
7243,3.649998912,6.651442875
7244,2.541883076,7.987352687
7245,3.431048408,7.10848616
7246,3.233997416,7.624185598
7247,2.7272459,8.200259571
7248,2.901293547,6.803407422
7249,3.363209403,7.971814654
7250,3.576852946,8.042295892
7251,3.696930444,6.800642216
7252,2.447682499,6.419676722
7253,2.563710982,7.414092852
7254,2.8330535,8.240754158
7255,3.53252885,6.100717884
7256,2.64473388,7.775929055
7257,2.250477652,9.930635267
7258,3.185932125,6.990540685
7259,2.145937565,7.957366673
7260,3.202181405,7.243491906
7261,3.03028186,7.407336307
7262,2.927648061,6.850173029
7263,3.314404576,6.445389388
7264,2.779114348,6.829570372
7265,2.845798123,7.113691862
7266,2.694277098,6.982966881
7267,3.232146269,6.688548199
7268,3.24720039,7.47734408
7269,2.993920421,7.992894461
7270,3.171541363,7.160529605
7271,3.02655575,8.192329565
7272,2.733233886,7.709640798
7273,3.141259706,8.029760074
7274,2.968173331,7.244328315
7275,2.582887809,7.361385759
7276,2.703832211,7.476753747
7277,2.610604609,6.552682205
7278,4.260292419,6.888689785
7279,3.572853909,6.554655625
7280,3.427274699,6.960670149
7281,2.724479579,8.519534971
7282,2.783296275,7.657035123
7283,4.049736489,6.595283256
7284,3.045680484,6.931805061
7285,2.766523609,7.618246767
7286,3.036364523,7.457294516
7287,3.05866375,7.899628465
7288,4.080506905,7.239992553
7289,4.831681031,7.219178225
7290,2.753196659,7.776238359
7291,3.835843718,7.679581998
7292,3.936687761,6.397589418
7293,2.566186411,7.281395917
7294,3.173362221,7.949450605
7295,2.037069485,8.299515839
7296,3.175828896,8.369639151
7297,2.659261312,7.018092489
7298,3.335691405,7.066205172
7299,3.227282845,6.777169326
7300,3.553555467,6.19180176
7301,2.879142794,6.871281226
7302,2.564923135,6.418401301
7303,3.858244387,7.128245357
7304,2.842253037,7.213497353
7305,3.242541493,6.52885689
7306,3.266285007,6.489001428
7307,3.881365374,7.362452303
7308,4.369509324,7.066599397
7309,3.111346841,7.421195264
7310,2.667969491,8.485962673
7311,3.552139295,7.298401692
7312,2.853256228,6.564504618
7313,4.03487504,7.330439652
7314,2.589051856,7.626873322
7315,3.637574143,6.876545729
7316,2.403514745,7.750004286
7317,3.153421641,7.290736613
7318,3.634035286,6.727647069
7319,2.617587956,7.792512733
7320,3.416605153,6.917706149
7321,2.600710464,7.373312436
7322,2.81788396,6.684818463
7323,3.252117081,7.875852629
7324,3.101520468,7.174532443
7325,2.665512546,7.365649545
7326,4.748178317,6.710810189
7327,2.645670402,8.403763737
7328,1.895816545,7.386137698
7329,2.528044192,7.097026589
7330,2.372962549,7.9209016
7331,2.971785827,6.808419403
7332,2.539031046,6.622475621
7333,3.757085326,6.937123476
7334,2.592179729,7.306818129
7335,3.69038524,7.228755298
7336,3.443942783,6.467110489
7337,2.731399553,7.221151768
7338,4.882949917,6.578551683
7339,3.520226605,7.319400484
7340,2.052154686,8.600079825
7341,2.739605041,9.117278289
7342,3.363029244,6.97679125
7343,2.105484832,7.769906159
7344,3.189586358,6.897526638
7345,2.895593821,7.733493192
7346,3.421844367,6.907067096
7347,3.342445763,7.244265491
7348,3.216437094,7.571684574
7349,3.064532442,6.605944969
7350,2.873272302,7.128595792
7351,2.603227449,6.289531298
7352,3.431052516,6.703971714
7353,2.716220393,6.727398069
7354,2.117591665,6.137187786
7355,3.590605012,6.837022546
7356,2.557679868,6.713873813
7357,3.930866003,6.688055491
7358,2.821891508,6.163478695
7359,4.115186383,8.136452347
7360,2.884343321,7.934278536
7361,4.64904079,7.554080716
7362,2.581475232,7.687211091
7363,3.231343938,7.193464878
7364,2.463574636,6.866165465
7365,3.860989844,6.678226265
7366,3.297511767,6.602486415
7367,2.807979975,7.041594098
7368,2.731266178,6.856803598
7369,3.278631566,8.199303629
7370,3.186952849,7.038223326
7371,3.171296112,7.40564847
7372,3.203315963,7.497743093
7373,2.765702503,6.826004129
7374,3.018175756,7.278759457
7375,2.46760045,8.368182348
7376,2.450326855,8.158413826
7377,3.013311257,6.840287365
7378,2.595465751,7.711930461
7379,2.857723943,7.12444842
7380,2.924152814,7.666842785
7381,3.489446557,6.358323132
7382,3.575006686,7.118403594
7383,3.804065082,7.346410871
7384,3.587479784,6.155959318
7385,2.494392078,8.320106618
7386,3.680610911,6.697751193
7387,2.697785058,7.422933133
7388,2.987166403,8.058638093
7389,3.469970443,7.268531341
7390,3.491987724,7.121546399
7391,3.053887485,7.302795838
7392,2.640127317,6.345945359
7393,2.624446624,7.837490121
7394,3.31049438,6.938914303
7395,3.602320653,6.748045688
7396,2.74741911,6.476421702
7397,2.951510426,7.574756467
7398,2.751842657,6.908153143
7399,3.287072373,6.511053976
7400,2.806387259,7.248762209
7401,2.693832705,6.962729011
7402,2.581847771,6.414939552
7403,2.887802921,6.303099511
7404,2.859108419,7.111917256
7405,2.644754672,7.400883586
7406,2.8580407,7.496098569
7407,2.623730104,7.441057313
7408,2.810107858,7.109202932
7409,2.64346565,9.483991834
7410,2.593647561,6.469190984
7411,3.047017575,7.302174645
7412,3.241262071,7.369678939
7413,3.644222415,6.701781068
7414,2.203976711,7.979201566
7415,3.198869949,8.204732533
7416,3.366680085,7.230505937
7417,2.438523835,7.029646828
7418,3.18955105,7.677252163
7419,4.362524225,7.007838262
7420,2.782115479,7.672580308
7421,3.917466166,6.399097433
7422,3.908263421,6.793264918
7423,3.204706408,6.756929814
7424,3.519816168,6.340218997
7425,3.929634381,7.657132285
7426,3.587044817,7.134041024
7427,3.748994365,7.66067583
7428,2.505402003,6.78648239
7429,2.38097059,8.016018233
7430,3.461508012,6.825175426
7431,3.101939624,7.200415709
7432,2.950043039,7.14175865
7433,2.887982283,6.916878628
7434,3.294432448,6.856690371
7435,3.431746041,7.959972021
7436,2.452757068,7.365299391
7437,2.688666678,6.670833657
7438,3.787201402,6.58558091
7439,3.409004583,6.651591318
7440,2.360935158,8.112418596
7441,2.966695642,7.175045217
7442,4.471267683,6.466167652
7443,3.04808856,6.941864798
7444,3.5069403,6.640103796
7445,3.03193171,6.835309787
7446,2.549692291,7.701403185
7447,2.906972161,6.70801658
7448,3.030389492,7.30701531
7449,2.493428644,7.079649913
7450,2.878416039,8.318738057
7451,2.812307374,7.146297832
7452,4.392983696,6.540771827
7453,2.73019512,7.330997728
7454,2.130378553,6.870056887
7455,2.514408035,7.115471966
7456,3.876336411,6.494977049
7457,2.243339833,8.647251606
7458,3.246978235,8.261560249
7459,2.424652658,7.506917117
7460,3.707304242,7.20213554
7461,3.823164618,6.59312477
7462,2.302176548,7.881376265
7463,3.310375372,7.292665044
7464,2.632267092,8.177209228
7465,3.308028585,7.98530491
7466,3.449654913,7.037309859
7467,3.100404663,7.168012339
7468,3.15909295,7.378826824
7469,2.607575067,6.618577797
7470,2.186498714,8.107483299
7471,3.404453338,7.137617938
7472,1.963721728,7.035666317
7473,2.85269417,6.95347851
7474,3.215259667,6.906519995
7475,2.88985557,6.990472527
7476,4.245510487,6.888730933
7477,4.150917481,6.426401609
7478,3.090916067,7.28051173
7479,3.296847361,6.368199881
7480,3.704369056,7.142347217
7481,3.004782511,7.513866484
7482,2.384015094,7.107128152
7483,3.878597104,6.853215721
7484,3.191702574,7.169217529
7485,2.593221899,6.77082606
7486,3.083771036,7.277248516
7487,2.159829082,7.901855764
7488,2.095454649,6.926177301
7489,4.240699695,6.693753269
7490,3.3967626,7.005789643
7491,2.324762605,7.19194538
7492,2.744123215,7.486803177
7493,3.175548608,7.204442309
7494,3.392534416,6.552229969
7495,3.049999104,7.785298554
7496,3.719728084,7.820674723
7497,2.441067313,6.414967747
7498,2.984310335,7.001160748
7499,2.930225975,6.958167259
7500,3.524459059,7.169589035
7501,3.130788727,7.197545351
7502,3.769610025,7.069583815
7503,3.190133727,7.366179806
7504,3.296530854,6.964934111
7505,3.06780746,7.258761292
7506,3.501369102,7.028610848
7507,2.898248622,6.652413344
7508,3.212215134,6.980671948
7509,2.985071666,7.742572113
7510,2.92291901,6.845822444
7511,2.603709926,6.863381136
7512,3.558414436,6.726291806
7513,3.934896783,6.328747562
7514,3.079710257,6.676737111
7515,2.107520895,6.834284244
7516,2.339543496,8.109145225
7517,3.351998005,7.227799247
7518,2.235276648,7.497497439
7519,2.62027749,7.249896571
7520,4.110900242,7.180774349
7521,3.392655793,7.39844729
7522,1.83223928,9.139930005
7523,2.741220474,8.330474752
7524,3.428317918,7.159872103
7525,2.965674227,8.181459601
7526,3.922186486,6.612275637
7527,3.856975634,7.539027952
7528,2.920300085,6.801122584
7529,3.605491113,6.593168905
7530,3.136619172,7.694185724
7531,3.402871939,6.791714623
7532,3.49501595,6.862955242
7533,2.338082261,7.868193854
7534,2.824299036,7.702686739
7535,2.785915634,7.487535395
7536,2.877595998,6.927932196
7537,1.972015837,8.396090371
7538,3.994374652,6.786435684
7539,3.369365735,6.670475245
7540,3.52779861,7.434032015
7541,2.312603101,7.566574548
7542,3.163058781,7.189366284
7543,3.83928644,6.986254098
7544,2.993342402,7.318487698
7545,3.50948378,7.452695036
7546,3.675234302,6.91501142
7547,2.555377257,7.417419952
7548,2.813302974,6.658994812
7549,2.628472645,8.676392982
7550,3.614448303,6.838449144
7551,2.441568503,6.708869062
7552,3.031716697,6.63029714
7553,3.10102888,8.010851761
7554,3.113327894,7.562980448
7555,2.922428691,8.12637347
7556,2.882293792,6.446543005
7557,2.297779729,7.936667045
7558,3.143848529,6.809670549
7559,2.701269951,6.626110268
7560,3.23241257,7.376036487
7561,2.423675208,7.604372144
7562,2.838616516,6.640997669
7563,3.009380788,7.869517888
7564,3.045155641,6.64028402
7565,3.4711432,7.937839016
7566,3.507090321,6.858799829
7567,3.566496375,7.133147716
7568,3.570782069,7.796953089
7569,1.974313782,7.290314743
7570,2.889707724,7.819111516
7571,2.873749569,6.696661453
7572,3.509042885,7.342647316
7573,3.653957629,7.301024613
7574,2.783729529,7.043138928
7575,2.985562321,7.555975555
7576,3.868462109,7.264528962
7577,2.554920224,8.290282246
7578,3.300521291,7.387414053
7579,2.778683493,8.126533323
7580,2.782087645,7.569234533
7581,3.612844373,6.591039365
7582,3.990346805,7.202728927
7583,3.082804364,7.680470817
7584,3.044889291,8.307519779
7585,2.784089232,7.32757538
7586,3.056290824,7.21467245
7587,3.367656929,7.094593979
7588,2.093044991,7.856395081
7589,2.5987321,8.637127311
7590,3.539634936,7.453561887
7591,3.318417107,8.188744224
7592,2.800174733,7.214722874
7593,2.933535945,7.013422862
7594,2.09545149,9.035899854
7595,2.072000033,8.06055347
7596,2.304527826,8.836401645
7597,2.503945061,7.317958688
7598,2.464215869,7.417202074
7599,3.432120758,6.563341066
7600,2.641312456,7.102193553
7601,2.787564298,6.763235642
7602,3.357014052,6.55218201
7603,3.71731703,7.150104598
7604,2.365007268,8.340948961
7605,3.961380676,7.510142871
7606,2.719927218,7.213677939
7607,2.928508266,7.82520019
7608,2.406241263,6.595203282
7609,4.275135306,6.947722494
7610,3.496452197,7.477073551
7611,2.048572446,8.286019294
7612,2.299263638,8.860551168
7613,3.577366507,7.690348135
7614,3.373264972,6.48015833
7615,2.915484296,7.55757758
7616,2.901076048,7.564158611
7617,3.029152692,6.80836744
7618,2.955941352,6.684166296
7619,2.905024955,7.852964324
7620,2.625429076,6.544248599
7621,3.187947711,7.000835609
7622,2.661381266,7.29247886
7623,3.229812294,7.044731862
7624,3.015712239,7.195358855
7625,2.717219695,8.656308712
7626,2.305127477,7.282626291
7627,3.097178717,7.415790026
7628,2.521550728,7.138753397
7629,3.672149658,7.616882433
7630,3.188535135,7.419376809
7631,4.366766529,6.940054128
7632,3.206613611,6.63296461
7633,3.002661439,7.582467148
7634,3.653322628,6.996437007
7635,3.154336825,6.586560706
7636,2.726365579,8.120490882
7637,3.017633908,6.979181119
7638,4.224675583,6.532577949
7639,2.987077912,7.541146982
7640,2.371835896,6.950548939
7641,2.823440867,7.613329305
7642,2.733617593,7.496548093
7643,2.451852492,7.275764038
7644,4.24950986,7.523208488
7645,3.035252926,7.947526194
7646,2.281896246,7.563590114
7647,2.3911401,7.508357227
7648,2.826072108,8.161830359
7649,2.383052059,7.805214524
7650,2.7816844,7.051548154
7651,3.016351782,7.292922725
7652,2.840270025,6.455590955
7653,3.339480315,7.204607451
7654,3.717168905,6.783112976
7655,2.956201508,7.381864985
7656,3.508475033,7.094509204
7657,3.665520101,6.967614574
7658,2.41686468,6.48589799
7659,3.601835646,6.696551462
7660,3.019087018,6.264747762
7661,3.466990933,6.389360354
7662,2.510250256,6.92979451
7663,2.549827058,7.19960492
7664,2.954567448,7.004439608
7665,2.942262028,6.949819965
7666,2.657031024,7.043226307
7667,3.075345781,7.3379675
7668,3.502510535,6.174088458
7669,2.958320541,6.85553653
7670,3.673754366,8.066260657
7671,3.573515298,6.790754369
7672,2.338136804,8.138103702
7673,3.217794043,7.762924976
7674,2.466549674,7.929249668
7675,2.95807469,7.057694765
7676,3.36226934,6.708484938
7677,2.825552826,7.958760828
7678,2.593701398,7.114493413
7679,2.136551507,8.324291548
7680,3.5934674,6.39137764
7681,2.053595099,9.49134635
7682,3.399077037,7.515756041
7683,3.380028924,7.297270772
7684,2.28908422,6.897073058
7685,3.421009857,7.087963261
7686,3.433939338,6.929168288
7687,3.818182567,7.224026001
7688,3.816506146,8.218219903
7689,2.92833909,6.630726089
7690,3.068848885,7.064928575
7691,2.472239314,7.115623648
7692,3.490336858,6.571010591
7693,4.770562841,6.320821528
7694,3.540379894,6.474913759
7695,2.565558287,7.458736258
7696,3.141946536,7.519308739
7697,3.908969255,7.405084156
7698,2.664703975,7.395239316
7699,3.227502526,7.414361993
7700,3.898181228,7.228207579
7701,3.34147726,6.078949007
7702,3.038824802,6.714661366
7703,2.918742945,6.658362878
7704,2.913240305,6.433808009
7705,3.145960357,6.574364976
7706,3.306749893,6.321083959
7707,3.084121107,7.69394969
7708,3.607975044,6.861534476
7709,2.523236463,7.884535378
7710,2.398353383,7.62269983
7711,2.983647142,6.66351798
7712,4.53924026,7.873687693
7713,3.594019019,6.255621775
7714,3.130654991,7.379001497
7715,2.255740522,9.179015821
7716,3.222228623,7.441357857
7717,3.561928333,6.464781894
7718,4.206271464,6.927660753
7719,3.756462164,7.91065108
7720,2.752707853,7.162243654
7721,2.891247847,7.904995119
7722,3.799838783,8.103503883
7723,3.347614874,6.859472261
7724,2.385687825,6.83162491
7725,2.876324942,6.854220426
7726,2.93856544,8.11425181
7727,2.294432174,7.121229074
7728,3.428499673,7.620336424
7729,2.973583419,7.837029474
7730,3.629288942,7.742116396
7731,2.485715706,7.43647051
7732,2.825582273,7.63879623
7733,2.606131476,6.399197745
7734,2.835329422,7.354572821
7735,3.162979696,7.163573806
7736,2.435471109,8.196812595
7737,3.180624177,7.05955121
7738,3.146482221,6.844673686
7739,2.549700668,7.627669212
7740,2.996761705,7.339154279
7741,2.338357654,7.038401553
7742,3.042742617,7.066412386
7743,3.304528595,8.013273554
7744,2.269898323,8.031121559
7745,3.046198924,7.146735043
7746,3.399289961,7.658250623
7747,3.306160512,7.758596782
7748,1.961495467,6.894467479
7749,3.631152237,7.204609122
7750,2.781120344,7.281741987
7751,3.197967617,6.678307988
7752,2.949037228,7.800438745
7753,2.87756866,8.905442242
7754,2.58444426,6.965916988
7755,3.228561706,8.028190576
7756,3.359004344,6.470874951
7757,2.569604762,8.882788229
7758,3.052888487,6.754766573
7759,2.999633383,6.966345721
7760,3.629597683,7.381057786
7761,2.915970494,6.554901881
7762,2.306526148,6.94631418
7763,4.213645005,6.955513288
7764,2.88211675,7.362106297
7765,2.430564835,7.947744405
7766,2.933525604,6.661370339
7767,3.371829788,8.029089425
7768,3.267455593,6.884960146
7769,2.789427692,7.791752673
7770,3.206635612,7.097030488
7771,4.002408533,7.922702404
7772,2.966334179,7.474552852
7773,3.082911934,6.682941481
7774,3.128429163,7.669824145
7775,2.59203243,6.261896166
7776,2.789096178,7.543773129
7777,3.105508695,7.710764522
7778,3.508257739,7.164831178
7779,2.401491732,6.780838398
7780,3.056901664,6.937214794
7781,3.731829151,6.941988263
7782,2.780363716,6.69157082
7783,3.051002279,6.875660133
7784,2.663335362,7.479115424
7785,2.476653246,7.435452575
7786,2.019052922,8.625627979
7787,3.638842808,6.616653869
7788,2.89272968,6.737679664
7789,2.508214555,7.512770693
7790,3.479585875,7.49511618
7791,2.717391774,7.609792389
7792,4.668571893,7.222914064
7793,3.47296933,6.45881468
7794,2.281894701,6.590784841
7795,3.291234871,6.96359637
7796,1.943807458,6.918386265
7797,3.967533494,6.799503337
7798,2.200688761,6.886433228
7799,2.986550567,6.657416395
7800,2.806692347,8.492059754
7801,3.725806127,6.968307581
7802,2.743685286,7.148022395
7803,3.080685209,7.177645962
7804,3.145593144,7.349893154
7805,2.811605092,8.160069941
7806,2.715320067,7.897193837
7807,2.928987308,7.557672483
7808,2.033691329,8.706979654
7809,2.792921662,7.227078732
7810,1.772711002,9.416251875
7811,2.771892534,7.958100491
7812,3.046378847,6.477452182
7813,2.208361149,7.625267588
7814,3.493997288,6.512895757
7815,3.39151912,6.942301003
7816,3.283496345,7.365021522
7817,3.240868765,7.058041423
7818,3.907732683,7.291188641
7819,3.107276892,7.193997468
7820,3.271589773,6.543544266
7821,2.952024938,7.678780452
7822,2.593058165,6.536797056
7823,2.116848233,7.306922377
7824,2.723879896,6.561116087
7825,3.669716299,6.921279237
7826,2.364670748,5.83965223
7827,2.792634872,6.374855288
7828,3.252240709,6.743501994
7829,2.494658097,6.639884811
7830,2.808362986,7.583420972
7831,4.161668058,6.752200166
7832,2.459766089,7.982498521
7833,3.529690437,7.206249919
7834,2.648510769,7.683558173
7835,2.319857495,7.637195682
7836,3.336555057,6.391998346
7837,3.169539263,6.557209691
7838,2.25915987,7.206867522
7839,3.115719093,7.820900106
7840,2.066038232,6.7797603
7841,3.006134659,8.584241776
7842,3.454962842,6.780214646
7843,2.81215991,6.911245364
7844,2.354851007,8.380293654
7845,2.843836333,7.495435105
7846,3.126705181,7.736295292
7847,2.462225949,7.256335081
7848,3.742228876,6.691124035
7849,3.185583462,7.17415319
7850,2.851981583,6.896787984
7851,3.042000721,7.025922965
7852,2.831930812,6.871666211
7853,3.259582466,7.074655998
7854,2.499776805,8.074527595
7855,3.899658088,6.947919386
7856,2.818028424,7.620289104
7857,2.059644056,9.442302564
7858,2.691285445,7.28661855
7859,4.674639229,6.938145645
7860,3.99125745,7.084220837
7861,2.629183013,7.779540094
7862,2.497472479,8.067554288
7863,3.750601439,7.138790469
7864,2.501329352,8.051577778
7865,3.568495773,7.105954888
7866,3.493765427,6.94644382
7867,2.513605766,7.100482068
7868,3.650879044,7.447763097
7869,2.494162134,6.725861988
7870,2.425691525,6.399739335
7871,3.192502375,6.698001516
7872,2.698297221,7.301179806
7873,3.030634686,7.755568632
7874,2.459070484,7.907646342
7875,2.28162358,7.733650437
7876,3.028946985,6.739486797
7877,2.513550479,8.231405165
7878,2.916391782,7.135833467
7879,2.585430506,7.705258814
7880,3.268789863,7.577469406
7881,2.460409969,7.904115344
7882,2.318144679,6.693844799
7883,3.515597225,7.445706103
7884,3.676369533,7.926319339
7885,3.975096907,6.544693824
7886,3.549422897,6.857714419
7887,2.352116827,6.844549025
7888,3.916682306,7.094120725
7889,3.824518215,6.92946031
7890,3.029858562,7.198987619
7891,2.57716891,6.741772311
7892,2.303820803,8.775529994
7893,3.171018135,6.997979301
7894,3.362460414,6.775940983
7895,2.305169621,8.948758132
7896,3.043913954,7.251566173
7897,3.069419452,7.015142944
7898,2.847462433,7.662404937
7899,3.682016487,6.7826209
7900,3.151244,7.209544804
7901,2.498343552,9.170700284
7902,2.885417315,7.7873182
7903,2.976574254,7.657345951
7904,3.235600691,6.244855755
7905,3.060553666,7.376267873
7906,3.041169125,7.123943656
7907,3.493197034,6.572182945
7908,3.431669397,7.119341497
7909,3.221181993,7.302376614
7910,1.900831738,8.839060869
7911,3.474142982,7.045393063
7912,3.448542869,6.690184863
7913,3.246877026,7.230281442
7914,3.654619249,7.034903956
7915,4.612974396,7.010756489
7916,2.85535107,7.047682585
7917,3.156444155,7.95641462
7918,2.933014247,7.13050285
7919,3.186949788,6.824019645
7920,2.14416816,8.745880998
7921,3.025940363,6.863177159
7922,3.302167281,7.092893286
7923,3.118272823,7.184880861
7924,3.19268056,6.614399127
7925,4.261667985,7.732047418
7926,3.741178468,6.464573173
7927,2.961819739,7.198594456
7928,2.782315725,7.477104626
7929,3.459542,6.712191416
7930,2.48520071,7.431909988
7931,3.222113459,7.23104172
7932,3.66087894,7.138670917
7933,3.119701599,6.125038638
7934,2.732556923,7.213367282
7935,3.732501359,7.169421809
7936,2.308738776,9.006300421
7937,4.292661132,7.322682946
7938,2.547795224,6.990113968
7939,4.037901872,6.688749476
7940,2.794487607,6.914061703
7941,3.617591909,6.298510418
7942,3.96520186,6.853243534
7943,3.076708365,8.305907546
7944,2.960738627,8.786236012
7945,2.39335305,6.821314126
7946,2.946194633,7.435063981
7947,3.763906194,6.956499675
7948,3.740703667,7.050713885
7949,2.577267389,8.161489383
7950,3.332970614,6.297530039
7951,3.071233397,7.220622594
7952,2.976354096,7.92053823
7953,2.828147342,7.343849038
7954,2.654029075,7.119316337
7955,2.985602935,7.023278613
7956,2.706367427,7.565220205
7957,2.191308294,8.287708742
7958,3.021953911,7.648071395
7959,2.567784447,7.784459769
7960,2.503494155,7.312482174
7961,2.609581987,7.029307842
7962,3.154111065,7.608131019
7963,2.262360646,7.678558593
7964,2.6468022,6.601430193
7965,2.589352161,7.297404702
7966,3.69966348,6.626924755
7967,2.987548946,7.291589647
7968,2.786568361,7.681535266
7969,2.094830202,6.673369007
7970,2.802563764,6.836946627
7971,2.974219062,7.888475124
7972,2.504388925,7.605495314
7973,3.791468956,6.464106025
7974,3.17951679,7.040183301
7975,3.139712063,7.864199294
7976,2.893564166,6.918286934
7977,2.517382388,7.422671184
7978,2.544546441,7.170483951
7979,2.851031098,6.722149369
7980,2.337665505,8.94853551
7981,2.851663927,6.11010029
7982,2.389010891,6.717076582
7983,2.982244737,7.335463516
7984,2.684867196,7.312639199
7985,2.388340907,6.383563277
7986,3.201906154,6.320431755
7987,2.37860744,7.395597144
7988,3.43705932,7.424322862
7989,3.033351259,6.54638415
7990,2.775239153,7.145745156
7991,2.122042954,7.840240673
7992,3.732276847,7.082801662
7993,2.413461112,8.485705821
7994,2.923213322,7.127043551
7995,2.67611111,8.091107083
7996,2.375726013,7.519020823
7997,3.886770001,6.842065158
7998,2.538202469,7.616965655
7999,2.205690096,8.369016161
8000,2.124455405,6.951325679
8001,2.522693229,9.697027119
8002,3.316669743,6.989382448
8003,2.45627228,7.911396986
8004,3.537100017,7.015597696
8005,3.449662535,6.130631648
8006,3.552564309,6.697455489
8007,3.675455673,7.688007582
8008,2.985733142,7.404640663
8009,3.124791126,7.352234412
8010,3.235478208,8.401451792
8011,2.333939542,7.212030448
8012,3.04670263,7.856545009
8013,3.210637254,6.291814881
8014,2.77463752,8.037959082
8015,2.35097271,7.440018319
8016,2.410800306,7.825393869
8017,3.306892214,6.356222297
8018,3.922617733,7.18240742
8019,2.213150714,7.401661402
8020,2.198465442,6.496495774
8021,2.774077497,8.26961738
8022,5.181897583,6.546296626
8023,3.356468041,6.545217802
8024,2.83597476,8.517266508
8025,2.80209459,6.394840607
8026,2.279688922,7.206169202
8027,2.330785002,6.715255735
8028,3.68233549,7.06428996
8029,2.543846694,7.063834431
8030,4.192558869,7.161158736
8031,2.372802476,6.829414003
8032,3.714390974,7.306260708
8033,3.651900275,6.632482693
8034,3.639480665,7.076795937
8035,2.882869909,7.089320876
8036,2.606642596,6.83333836
8037,3.008025291,7.646250053
8038,3.947114837,6.982162923
8039,3.381676009,7.451186043
8040,1.900246633,6.213932321
8041,3.282100217,6.581444391
8042,2.691121353,7.064116677
8043,2.362943737,7.991789333
8044,2.771366311,7.023589115
8045,2.448546312,8.04014796
8046,3.378562713,7.371272441
8047,2.687360306,6.766718187
8048,2.964552552,7.72467742
8049,3.317552521,7.420961581
8050,2.534231736,8.022985621
8051,2.981997716,6.864305656
8052,2.612429406,7.355558464
8053,4.073433971,6.960740222
8054,3.802914543,7.965449048
8055,2.074398235,7.63468713
8056,2.51390679,7.294639755
8057,2.736331747,6.754641301
8058,2.892452488,6.922513923
8059,2.790542925,7.409446643
8060,2.900612584,7.372205165
8061,5.003937127,6.773136441
8062,3.571224042,6.887550488
8063,2.045045376,8.054026687
8064,2.623859632,7.527052463
8065,2.302877531,7.554164658
8066,3.11351507,7.421195526
8067,2.773105231,6.612646078
8068,2.715163848,6.946069672
8069,3.115864436,6.849004157
8070,2.612620724,7.743459662
8071,3.159181744,7.215832897
8072,3.814246226,8.03357411
8073,3.63634273,7.279692514
8074,3.068687796,6.507279241
8075,2.922333557,7.488573732
8076,2.484513744,6.880449838
8077,3.059471961,6.854159393
8078,2.313608286,7.416625969
8079,2.17602909,8.057445558
8080,3.676261408,6.342960649
8081,3.300957026,6.694226981
8082,3.076256416,6.476888998
8083,3.194075763,7.042254589
8084,4.124280265,6.470658826
8085,3.794223804,7.296989141
8086,2.944416513,7.610709513
8087,2.400062048,7.433451697
8088,3.211640064,8.573726966
8089,3.097437847,6.835217191
8090,3.101989313,7.269001086
8091,2.52109588,6.729915548
8092,2.992036379,7.258489079
8093,2.818717417,7.285785704
8094,2.514175435,6.874099802
8095,4.146541076,7.008179344
8096,3.202469283,6.577720626
8097,3.754143611,6.497409654
8098,3.082519117,6.997463313
8099,4.384660619,6.928366688
8100,2.990816889,8.068719349
8101,2.320999229,7.266022353
8102,2.353049025,6.804016016
8103,2.022170402,7.365503716
8104,3.482585991,6.581447484
8105,2.695415045,7.729659749
8106,3.096800677,6.95109249
8107,2.627920032,8.071035264
8108,3.1403334,6.734323521
8109,3.251555417,7.120279662
8110,3.460342603,7.180967501
8111,2.91022767,6.640890051
8112,2.561739535,6.272680457
8113,2.682156134,7.25007659
8114,3.076635536,6.722364216
8115,2.822896775,6.772939926
8116,2.784993622,7.701841247
8117,3.233700216,7.111062197
8118,2.741862454,8.068833279
8119,4.313541254,6.921921033
8120,3.162686573,6.808326495
8121,3.808227546,6.872259147
8122,4.133894913,7.444171384
8123,3.015545968,7.641217334
8124,3.594425982,7.081425641
8125,2.801235185,7.176040941
8126,3.519823237,6.510532492
8127,3.58665349,7.972858744
8128,2.863201732,7.324750447
8129,3.184748235,7.397584295
8130,2.014206167,7.680668839
8131,3.884087796,6.494118388
8132,3.142609459,6.499393972
8133,2.980043965,6.864372615
8134,3.397081216,7.023447345
8135,2.941661291,7.407284134
8136,2.822482606,7.141791045
8137,4.107985447,6.742966511
8138,2.376018194,7.005879172
8139,2.263292418,8.030765245
8140,2.800556077,7.219026587
8141,3.034312314,7.862665947
8142,2.963051641,6.877321336
8143,2.626057329,8.639853088
8144,2.51580552,7.220001882
8145,3.574429474,6.77620276
8146,2.932645689,6.941086511
8147,3.939207662,6.755759293
8148,3.982850282,6.909945057
8149,3.776437921,6.970581841
8150,2.732335205,7.12314902
8151,2.710384936,7.278627638
8152,2.793651559,6.802569019
8153,2.476635852,6.965334894
8154,4.229145072,6.927430448
8155,3.316331547,7.409045613
8156,3.134725522,7.17765531
8157,2.73416712,6.652924813
8158,2.791263645,6.77171527
8159,2.754484104,7.248187732
8160,4.094679499,7.062525094
8161,2.55817983,7.155363767
8162,2.846986184,7.345607478
8163,3.79025691,6.595234555
8164,2.841607111,6.818463642
8165,4.574864688,6.952438096
8166,3.270466586,6.474685702
8167,2.906150137,7.892375208
8168,2.027119535,9.000187539
8169,4.154172191,7.367003719
8170,2.905869015,7.655000024
8171,2.223305975,8.190268553
8172,2.589510313,7.514918346
8173,3.161677653,6.650386674
8174,2.338837805,7.612138948
